annee_de_deces;departement_de_domicile;sexe;cause_initiale_de_deces;effectif_de_deces
1994;53;Femmes;2. Tumeurs;268
1995;53;Femmes;2. Tumeurs;297
1996;53;Femmes;2. Tumeurs;302
1997;53;Femmes;2. Tumeurs;297
1998;53;Femmes;2. Tumeurs;287
1999;53;Femmes;2. Tumeurs;285
2000;53;Femmes;2. Tumeurs;296
2001;53;Femmes;2. Tumeurs;258
2002;53;Femmes;2. Tumeurs;323
2003;53;Femmes;2. Tumeurs;320
2004;53;Femmes;2. Tumeurs;302
2005;53;Femmes;2. Tumeurs;296
2006;53;Femmes;2. Tumeurs;311
2007;53;Femmes;2. Tumeurs;284
2008;53;Femmes;2. Tumeurs;309
2009;53;Femmes;2. Tumeurs;325
2010;53;Femmes;2. Tumeurs;295
2011;53;Femmes;2. Tumeurs;364
2012;53;Femmes;2. Tumeurs;329
2013;53;Femmes;2. Tumeurs;311
2014;53;Femmes;2. Tumeurs;336
2015;53;Femmes;2. Tumeurs;379
2016;53;Femmes;2. Tumeurs;388
2017;53;Femmes;2. Tumeurs;371
2018;53;Femmes;2. Tumeurs;355
2019;53;Femmes;2. Tumeurs;387
2020;53;Femmes;2. Tumeurs;359
2021;53;Femmes;2. Tumeurs;354
2022;53;Femmes;2. Tumeurs;369
1990;54;Femmes;2. Tumeurs;674
1991;54;Femmes;2. Tumeurs;727
1992;54;Femmes;2. Tumeurs;716
1993;54;Femmes;2. Tumeurs;683
1994;54;Femmes;2. Tumeurs;707
1995;54;Femmes;2. Tumeurs;669
1996;54;Femmes;2. Tumeurs;701
1997;54;Femmes;2. Tumeurs;693
1998;54;Femmes;2. Tumeurs;684
1999;54;Femmes;2. Tumeurs;721
2000;54;Femmes;2. Tumeurs;711
2001;54;Femmes;2. Tumeurs;685
2002;54;Femmes;2. Tumeurs;745
2003;54;Femmes;2. Tumeurs;717
2004;54;Femmes;2. Tumeurs;738
2005;54;Femmes;2. Tumeurs;771
2006;54;Femmes;2. Tumeurs;778
2007;54;Femmes;2. Tumeurs;729
2008;54;Femmes;2. Tumeurs;809
2009;54;Femmes;2. Tumeurs;774
2010;54;Femmes;2. Tumeurs;822
2011;54;Femmes;2. Tumeurs;784
2012;54;Femmes;2. Tumeurs;823
2013;54;Femmes;2. Tumeurs;795
2014;54;Femmes;2. Tumeurs;786
2015;54;Femmes;2. Tumeurs;808
2016;54;Femmes;2. Tumeurs;915
2017;54;Femmes;2. Tumeurs;881
2018;54;Femmes;2. Tumeurs;827
2019;54;Femmes;2. Tumeurs;861
2020;54;Femmes;2. Tumeurs;883
2021;54;Femmes;2. Tumeurs;842
2022;54;Femmes;2. Tumeurs;830
1990;55;Femmes;2. Tumeurs;189
1991;55;Femmes;2. Tumeurs;191
1992;55;Femmes;2. Tumeurs;203
1993;55;Femmes;2. Tumeurs;190
1994;55;Femmes;2. Tumeurs;228
1995;55;Femmes;2. Tumeurs;211
1996;55;Femmes;2. Tumeurs;188
1997;55;Femmes;2. Tumeurs;233
1998;55;Femmes;2. Tumeurs;187
1999;55;Femmes;2. Tumeurs;213
2000;55;Femmes;2. Tumeurs;190
2001;55;Femmes;2. Tumeurs;210
2002;55;Femmes;2. Tumeurs;215
2003;55;Femmes;2. Tumeurs;187
2004;55;Femmes;2. Tumeurs;234
2005;55;Femmes;2. Tumeurs;221
2006;55;Femmes;2. Tumeurs;243
2007;55;Femmes;2. Tumeurs;226
2008;55;Femmes;2. Tumeurs;251
2009;55;Femmes;2. Tumeurs;217
2010;55;Femmes;2. Tumeurs;228
2011;55;Femmes;2. Tumeurs;239
2012;55;Femmes;2. Tumeurs;243
2013;55;Femmes;2. Tumeurs;218
2014;55;Femmes;2. Tumeurs;263
2015;55;Femmes;2. Tumeurs;246
2016;55;Femmes;2. Tumeurs;270
2017;55;Femmes;2. Tumeurs;227
2018;55;Femmes;2. Tumeurs;228
2019;55;Femmes;2. Tumeurs;234
2020;55;Femmes;2. Tumeurs;219
2021;55;Femmes;2. Tumeurs;248
2022;55;Femmes;2. Tumeurs;259
1990;56;Femmes;2. Tumeurs;632
1991;56;Femmes;2. Tumeurs;598
1992;56;Femmes;2. Tumeurs;660
1993;56;Femmes;2. Tumeurs;662
1994;56;Femmes;2. Tumeurs;646
1995;56;Femmes;2. Tumeurs;682
1996;56;Femmes;2. Tumeurs;598
1997;56;Femmes;2. Tumeurs;625
1998;56;Femmes;2. Tumeurs;627
1999;56;Femmes;2. Tumeurs;681
2000;56;Femmes;2. Tumeurs;691
2001;56;Femmes;2. Tumeurs;745
2002;56;Femmes;2. Tumeurs;709
2003;56;Femmes;2. Tumeurs;721
2004;56;Femmes;2. Tumeurs;785
2005;56;Femmes;2. Tumeurs;773
2006;56;Femmes;2. Tumeurs;813
2007;56;Femmes;2. Tumeurs;847
2008;56;Femmes;2. Tumeurs;843
2009;56;Femmes;2. Tumeurs;837
2010;56;Femmes;2. Tumeurs;852
2011;56;Femmes;2. Tumeurs;893
2012;56;Femmes;2. Tumeurs;901
2013;56;Femmes;2. Tumeurs;900
2014;56;Femmes;2. Tumeurs;930
2015;56;Femmes;2. Tumeurs;962
2016;56;Femmes;2. Tumeurs;997
2017;56;Femmes;2. Tumeurs;998
2018;56;Femmes;2. Tumeurs;952
2019;56;Femmes;2. Tumeurs;1044
2020;56;Femmes;2. Tumeurs;1016
2021;56;Femmes;2. Tumeurs;1126
2022;56;Femmes;2. Tumeurs;1105
1990;57;Femmes;2. Tumeurs;854
1991;57;Femmes;2. Tumeurs;947
1992;57;Femmes;2. Tumeurs;919
1993;57;Femmes;2. Tumeurs;887
1994;57;Femmes;2. Tumeurs;917
1995;57;Femmes;2. Tumeurs;916
1996;57;Femmes;2. Tumeurs;946
1997;57;Femmes;2. Tumeurs;906
1998;57;Femmes;2. Tumeurs;957
1999;57;Femmes;2. Tumeurs;918
2000;57;Femmes;2. Tumeurs;929
2001;57;Femmes;2. Tumeurs;941
2002;57;Femmes;2. Tumeurs;1010
2003;57;Femmes;2. Tumeurs;1019
2004;57;Femmes;2. Tumeurs;1067
2005;57;Femmes;2. Tumeurs;1025
2006;57;Femmes;2. Tumeurs;1053
2007;57;Femmes;2. Tumeurs;1077
2008;57;Femmes;2. Tumeurs;1124
2009;57;Femmes;2. Tumeurs;1118
2010;57;Femmes;2. Tumeurs;1095
2011;57;Femmes;2. Tumeurs;1111
2012;57;Femmes;2. Tumeurs;1200
2013;57;Femmes;2. Tumeurs;1138
2014;57;Femmes;2. Tumeurs;1280
2015;57;Femmes;2. Tumeurs;1233
2016;57;Femmes;2. Tumeurs;1257
2017;57;Femmes;2. Tumeurs;1264
2018;57;Femmes;2. Tumeurs;1277
2019;57;Femmes;2. Tumeurs;1346
2020;57;Femmes;2. Tumeurs;1270
2021;57;Femmes;2. Tumeurs;1314
2022;57;Femmes;2. Tumeurs;1285
1990;58;Femmes;2. Tumeurs;309
1991;58;Femmes;2. Tumeurs;309
1992;58;Femmes;2. Tumeurs;312
1993;58;Femmes;2. Tumeurs;327
1994;58;Femmes;2. Tumeurs;339
1995;58;Femmes;2. Tumeurs;320
1996;58;Femmes;2. Tumeurs;316
1997;58;Femmes;2. Tumeurs;329
1998;58;Femmes;2. Tumeurs;345
1999;58;Femmes;2. Tumeurs;329
2000;58;Femmes;2. Tumeurs;343
2001;58;Femmes;2. Tumeurs;316
2002;58;Femmes;2. Tumeurs;355
2003;58;Femmes;2. Tumeurs;314
2004;58;Femmes;2. Tumeurs;302
2005;58;Femmes;2. Tumeurs;316
2006;58;Femmes;2. Tumeurs;341
2007;58;Femmes;2. Tumeurs;318
2008;58;Femmes;2. Tumeurs;345
2009;58;Femmes;2. Tumeurs;360
2010;58;Femmes;2. Tumeurs;329
2011;58;Femmes;2. Tumeurs;372
2012;58;Femmes;2. Tumeurs;362
2013;58;Femmes;2. Tumeurs;307
2014;58;Femmes;2. Tumeurs;377
2015;58;Femmes;2. Tumeurs;360
2016;58;Femmes;2. Tumeurs;344
2017;58;Femmes;2. Tumeurs;371
2018;58;Femmes;2. Tumeurs;368
2019;58;Femmes;2. Tumeurs;358
2020;58;Femmes;2. Tumeurs;370
2021;58;Femmes;2. Tumeurs;318
2022;58;Femmes;2. Tumeurs;352
1990;59;Femmes;2. Tumeurs;2419
1991;59;Femmes;2. Tumeurs;2450
1992;59;Femmes;2. Tumeurs;2448
1993;59;Femmes;2. Tumeurs;2472
1994;59;Femmes;2. Tumeurs;2500
1995;59;Femmes;2. Tumeurs;2486
1996;59;Femmes;2. Tumeurs;2492
1997;59;Femmes;2. Tumeurs;2492
1998;59;Femmes;2. Tumeurs;2500
1999;59;Femmes;2. Tumeurs;2512
2000;59;Femmes;2. Tumeurs;2506
2001;59;Femmes;2. Tumeurs;2520
2002;59;Femmes;2. Tumeurs;2594
2003;59;Femmes;2. Tumeurs;2628
2004;59;Femmes;2. Tumeurs;2500
2005;59;Femmes;2. Tumeurs;2669
2006;59;Femmes;2. Tumeurs;2597
2007;59;Femmes;2. Tumeurs;2542
2008;59;Femmes;2. Tumeurs;2709
2009;59;Femmes;2. Tumeurs;2649
2010;59;Femmes;2. Tumeurs;2748
2011;59;Femmes;2. Tumeurs;2764
2012;59;Femmes;2. Tumeurs;2748
2013;59;Femmes;2. Tumeurs;2604
2014;59;Femmes;2. Tumeurs;2783
2015;59;Femmes;2. Tumeurs;2875
2016;59;Femmes;2. Tumeurs;2861
2017;59;Femmes;2. Tumeurs;2870
2018;59;Femmes;2. Tumeurs;2828
2019;59;Femmes;2. Tumeurs;2765
2020;59;Femmes;2. Tumeurs;2899
2021;59;Femmes;2. Tumeurs;2881
2022;59;Femmes;2. Tumeurs;2811
1990;60;Femmes;2. Tumeurs;610
1991;60;Femmes;2. Tumeurs;594
1992;60;Femmes;2. Tumeurs;616
1993;60;Femmes;2. Tumeurs;607
1994;60;Femmes;2. Tumeurs;615
1995;60;Femmes;2. Tumeurs;642
1996;60;Femmes;2. Tumeurs;594
1997;60;Femmes;2. Tumeurs;611
1998;60;Femmes;2. Tumeurs;613
1999;60;Femmes;2. Tumeurs;640
2000;60;Femmes;2. Tumeurs;613
2001;60;Femmes;2. Tumeurs;675
2002;60;Femmes;2. Tumeurs;638
2003;60;Femmes;2. Tumeurs;687
2004;60;Femmes;2. Tumeurs;682
2005;60;Femmes;2. Tumeurs;666
2006;60;Femmes;2. Tumeurs;693
2007;60;Femmes;2. Tumeurs;756
2008;60;Femmes;2. Tumeurs;755
2009;60;Femmes;2. Tumeurs;757
2010;60;Femmes;2. Tumeurs;748
2011;60;Femmes;2. Tumeurs;812
2012;60;Femmes;2. Tumeurs;801
2013;60;Femmes;2. Tumeurs;754
2014;60;Femmes;2. Tumeurs;765
2015;60;Femmes;2. Tumeurs;812
2016;60;Femmes;2. Tumeurs;824
2017;60;Femmes;2. Tumeurs;901
2018;60;Femmes;2. Tumeurs;870
2019;60;Femmes;2. Tumeurs;800
2020;60;Femmes;2. Tumeurs;866
2021;60;Femmes;2. Tumeurs;815
2022;60;Femmes;2. Tumeurs;825
1990;61;Femmes;2. Tumeurs;325
1991;61;Femmes;2. Tumeurs;279
1992;61;Femmes;2. Tumeurs;334
1993;61;Femmes;2. Tumeurs;340
1994;61;Femmes;2. Tumeurs;305
1995;61;Femmes;2. Tumeurs;325
1996;61;Femmes;2. Tumeurs;318
1997;61;Femmes;2. Tumeurs;305
1998;61;Femmes;2. Tumeurs;302
1999;61;Femmes;2. Tumeurs;336
2000;61;Femmes;2. Tumeurs;296
2001;61;Femmes;2. Tumeurs;335
2002;61;Femmes;2. Tumeurs;335
2003;61;Femmes;2. Tumeurs;322
2004;61;Femmes;2. Tumeurs;360
2005;61;Femmes;2. Tumeurs;362
2006;61;Femmes;2. Tumeurs;332
2007;61;Femmes;2. Tumeurs;375
2008;61;Femmes;2. Tumeurs;379
2009;61;Femmes;2. Tumeurs;360
2010;61;Femmes;2. Tumeurs;356
2011;61;Femmes;2. Tumeurs;405
2012;61;Femmes;2. Tumeurs;377
2013;61;Femmes;2. Tumeurs;428
2014;61;Femmes;2. Tumeurs;385
2015;61;Femmes;2. Tumeurs;353
2016;61;Femmes;2. Tumeurs;437
2017;61;Femmes;2. Tumeurs;360
2018;61;Femmes;2. Tumeurs;422
2019;61;Femmes;2. Tumeurs;401
2020;61;Femmes;2. Tumeurs;396
2021;61;Femmes;2. Tumeurs;412
2022;61;Femmes;2. Tumeurs;396
1990;62;Femmes;2. Tumeurs;1391
1991;62;Femmes;2. Tumeurs;1460
1992;62;Femmes;2. Tumeurs;1409
1993;62;Femmes;2. Tumeurs;1496
1994;62;Femmes;2. Tumeurs;1450
1995;62;Femmes;2. Tumeurs;1523
1996;62;Femmes;2. Tumeurs;1529
1997;62;Femmes;2. Tumeurs;1510
1998;62;Femmes;2. Tumeurs;1480
1999;62;Femmes;2. Tumeurs;1509
2000;62;Femmes;2. Tumeurs;1566
2001;62;Femmes;2. Tumeurs;1567
2002;62;Femmes;2. Tumeurs;1570
2003;62;Femmes;2. Tumeurs;1623
2004;62;Femmes;2. Tumeurs;1626
2005;62;Femmes;2. Tumeurs;1605
2006;62;Femmes;2. Tumeurs;1602
2007;62;Femmes;2. Tumeurs;1656
2008;62;Femmes;2. Tumeurs;1685
2009;62;Femmes;2. Tumeurs;1729
2010;62;Femmes;2. Tumeurs;1685
2011;62;Femmes;2. Tumeurs;1689
2012;62;Femmes;2. Tumeurs;1708
2013;62;Femmes;2. Tumeurs;1710
2014;62;Femmes;2. Tumeurs;1709
2015;62;Femmes;2. Tumeurs;1816
2016;62;Femmes;2. Tumeurs;1816
2017;62;Femmes;2. Tumeurs;1842
2018;62;Femmes;2. Tumeurs;1807
2019;62;Femmes;2. Tumeurs;1830
2020;62;Femmes;2. Tumeurs;1782
2021;62;Femmes;2. Tumeurs;1776
2022;62;Femmes;2. Tumeurs;1825
1990;63;Femmes;2. Tumeurs;595
1991;63;Femmes;2. Tumeurs;592
1992;63;Femmes;2. Tumeurs;630
1993;63;Femmes;2. Tumeurs;616
1994;63;Femmes;2. Tumeurs;624
1995;63;Femmes;2. Tumeurs;621
1996;63;Femmes;2. Tumeurs;617
1997;63;Femmes;2. Tumeurs;618
1998;63;Femmes;2. Tumeurs;694
1999;63;Femmes;2. Tumeurs;653
2000;63;Femmes;2. Tumeurs;621
2001;63;Femmes;2. Tumeurs;660
2002;63;Femmes;2. Tumeurs;694
2003;63;Femmes;2. Tumeurs;648
2004;63;Femmes;2. Tumeurs;690
2005;63;Femmes;2. Tumeurs;698
2006;63;Femmes;2. Tumeurs;718
2007;63;Femmes;2. Tumeurs;667
2008;63;Femmes;2. Tumeurs;720
2009;63;Femmes;2. Tumeurs;702
2010;63;Femmes;2. Tumeurs;630
2011;63;Femmes;2. Tumeurs;680
2012;63;Femmes;2. Tumeurs;750
2013;63;Femmes;2. Tumeurs;693
2014;63;Femmes;2. Tumeurs;775
2015;63;Femmes;2. Tumeurs;759
2016;63;Femmes;2. Tumeurs;826
2017;63;Femmes;2. Tumeurs;765
2018;63;Femmes;2. Tumeurs;788
2019;63;Femmes;2. Tumeurs;830
2020;63;Femmes;2. Tumeurs;872
2021;63;Femmes;2. Tumeurs;825
2022;63;Femmes;2. Tumeurs;805
1990;64;Femmes;2. Tumeurs;636
1991;64;Femmes;2. Tumeurs;651
1992;64;Femmes;2. Tumeurs;653
1993;64;Femmes;2. Tumeurs;654
1994;64;Femmes;2. Tumeurs;637
1995;64;Femmes;2. Tumeurs;660
1996;64;Femmes;2. Tumeurs;640
1997;64;Femmes;2. Tumeurs;680
1998;64;Femmes;2. Tumeurs;680
1999;64;Femmes;2. Tumeurs;679
2000;64;Femmes;2. Tumeurs;675
2001;64;Femmes;2. Tumeurs;693
2002;64;Femmes;2. Tumeurs;727
2003;64;Femmes;2. Tumeurs;702
2004;64;Femmes;2. Tumeurs;725
2005;64;Femmes;2. Tumeurs;777
2006;64;Femmes;2. Tumeurs;727
2007;64;Femmes;2. Tumeurs;778
2008;64;Femmes;2. Tumeurs;768
2009;64;Femmes;2. Tumeurs;781
2010;64;Femmes;2. Tumeurs;814
2011;64;Femmes;2. Tumeurs;790
2012;64;Femmes;2. Tumeurs;827
2013;64;Femmes;2. Tumeurs;855
2014;64;Femmes;2. Tumeurs;880
2015;64;Femmes;2. Tumeurs;911
2016;64;Femmes;2. Tumeurs;885
2017;64;Femmes;2. Tumeurs;885
2018;64;Femmes;2. Tumeurs;955
2019;64;Femmes;2. Tumeurs;881
2020;64;Femmes;2. Tumeurs;892
2021;64;Femmes;2. Tumeurs;850
2022;64;Femmes;2. Tumeurs;959
1990;65;Femmes;2. Tumeurs;246
1991;65;Femmes;2. Tumeurs;220
1992;65;Femmes;2. Tumeurs;264
1993;65;Femmes;2. Tumeurs;261
1994;65;Femmes;2. Tumeurs;295
1995;65;Femmes;2. Tumeurs;266
1996;65;Femmes;2. Tumeurs;257
1997;65;Femmes;2. Tumeurs;258
1998;65;Femmes;2. Tumeurs;290
1999;65;Femmes;2. Tumeurs;280
2000;65;Femmes;2. Tumeurs;323
2001;65;Femmes;2. Tumeurs;322
2002;65;Femmes;2. Tumeurs;281
2003;65;Femmes;2. Tumeurs;293
2004;65;Femmes;2. Tumeurs;286
2005;65;Femmes;2. Tumeurs;263
2006;65;Femmes;2. Tumeurs;278
2007;65;Femmes;2. Tumeurs;313
2008;65;Femmes;2. Tumeurs;316
2009;65;Femmes;2. Tumeurs;316
2010;65;Femmes;2. Tumeurs;303
2011;65;Femmes;2. Tumeurs;319
2012;65;Femmes;2. Tumeurs;349
2013;65;Femmes;2. Tumeurs;319
2014;65;Femmes;2. Tumeurs;315
2015;65;Femmes;2. Tumeurs;328
2016;65;Femmes;2. Tumeurs;361
2017;65;Femmes;2. Tumeurs;350
2018;65;Femmes;2. Tumeurs;405
2019;65;Femmes;2. Tumeurs;362
2020;65;Femmes;2. Tumeurs;352
2021;65;Femmes;2. Tumeurs;351
2022;65;Femmes;2. Tumeurs;387
1990;66;Femmes;2. Tumeurs;452
1991;66;Femmes;2. Tumeurs;428
1992;66;Femmes;2. Tumeurs;435
1993;66;Femmes;2. Tumeurs;472
1994;66;Femmes;2. Tumeurs;420
1995;66;Femmes;2. Tumeurs;468
1996;66;Femmes;2. Tumeurs;532
1997;66;Femmes;2. Tumeurs;441
1998;66;Femmes;2. Tumeurs;477
1999;66;Femmes;2. Tumeurs;462
2000;66;Femmes;2. Tumeurs;483
2001;66;Femmes;2. Tumeurs;502
2002;66;Femmes;2. Tumeurs;474
2003;66;Femmes;2. Tumeurs;494
2004;66;Femmes;2. Tumeurs;515
2005;66;Femmes;2. Tumeurs;509
2006;66;Femmes;2. Tumeurs;539
2007;66;Femmes;2. Tumeurs;532
2008;66;Femmes;2. Tumeurs;552
2009;66;Femmes;2. Tumeurs;590
2010;66;Femmes;2. Tumeurs;586
2011;66;Femmes;2. Tumeurs;559
2012;66;Femmes;2. Tumeurs;665
2013;66;Femmes;2. Tumeurs;624
2014;66;Femmes;2. Tumeurs;624
2015;66;Femmes;2. Tumeurs;662
2016;66;Femmes;2. Tumeurs;643
2017;66;Femmes;2. Tumeurs;678
2018;66;Femmes;2. Tumeurs;701
2019;66;Femmes;2. Tumeurs;656
2020;66;Femmes;2. Tumeurs;664
2021;66;Femmes;2. Tumeurs;648
2022;66;Femmes;2. Tumeurs;703
1990;67;Femmes;2. Tumeurs;957
1991;67;Femmes;2. Tumeurs;910
1992;67;Femmes;2. Tumeurs;958
1993;67;Femmes;2. Tumeurs;948
1994;67;Femmes;2. Tumeurs;905
1995;67;Femmes;2. Tumeurs;950
1996;67;Femmes;2. Tumeurs;918
1997;67;Femmes;2. Tumeurs;932
1998;67;Femmes;2. Tumeurs;996
1999;67;Femmes;2. Tumeurs;945
2000;67;Femmes;2. Tumeurs;953
2001;67;Femmes;2. Tumeurs;917
2002;67;Femmes;2. Tumeurs;964
2003;67;Femmes;2. Tumeurs;1014
2004;67;Femmes;2. Tumeurs;988
2005;67;Femmes;2. Tumeurs;1002
2006;67;Femmes;2. Tumeurs;1034
2007;67;Femmes;2. Tumeurs;1010
2008;67;Femmes;2. Tumeurs;1085
2009;67;Femmes;2. Tumeurs;1059
2010;67;Femmes;2. Tumeurs;1041
2011;67;Femmes;2. Tumeurs;1023
2012;67;Femmes;2. Tumeurs;1150
2013;67;Femmes;2. Tumeurs;1115
2014;67;Femmes;2. Tumeurs;1112
2015;67;Femmes;2. Tumeurs;1182
2016;67;Femmes;2. Tumeurs;1156
2017;67;Femmes;2. Tumeurs;1179
2018;67;Femmes;2. Tumeurs;1153
2019;67;Femmes;2. Tumeurs;1161
2020;67;Femmes;2. Tumeurs;1260
2021;67;Femmes;2. Tumeurs;1217
2022;67;Femmes;2. Tumeurs;1229
1990;68;Femmes;2. Tumeurs;659
1991;68;Femmes;2. Tumeurs;716
1992;68;Femmes;2. Tumeurs;627
1993;68;Femmes;2. Tumeurs;688
1994;68;Femmes;2. Tumeurs;675
1995;68;Femmes;2. Tumeurs;704
1996;68;Femmes;2. Tumeurs;742
1997;68;Femmes;2. Tumeurs;691
1998;68;Femmes;2. Tumeurs;684
1999;68;Femmes;2. Tumeurs;696
2000;68;Femmes;2. Tumeurs;799
2001;68;Femmes;2. Tumeurs;732
2002;68;Femmes;2. Tumeurs;715
2003;68;Femmes;2. Tumeurs;733
2004;68;Femmes;2. Tumeurs;701
2005;68;Femmes;2. Tumeurs;692
2006;68;Femmes;2. Tumeurs;697
2007;68;Femmes;2. Tumeurs;728
2008;68;Femmes;2. Tumeurs;695
2009;68;Femmes;2. Tumeurs;729
2010;68;Femmes;2. Tumeurs;779
2011;68;Femmes;2. Tumeurs;773
2012;68;Femmes;2. Tumeurs;873
2013;68;Femmes;2. Tumeurs;831
2014;68;Femmes;2. Tumeurs;832
2015;68;Femmes;2. Tumeurs;891
2016;68;Femmes;2. Tumeurs;841
2017;68;Femmes;2. Tumeurs;854
2018;68;Femmes;2. Tumeurs;836
2019;68;Femmes;2. Tumeurs;853
2020;68;Femmes;2. Tumeurs;852
2021;68;Femmes;2. Tumeurs;856
2022;68;Femmes;2. Tumeurs;891
1990;69;Femmes;2. Tumeurs;1419
1991;69;Femmes;2. Tumeurs;1459
1992;69;Femmes;2. Tumeurs;1428
1993;69;Femmes;2. Tumeurs;1464
1994;69;Femmes;2. Tumeurs;1435
1995;69;Femmes;2. Tumeurs;1480
1996;69;Femmes;2. Tumeurs;1469
1997;69;Femmes;2. Tumeurs;1459
1998;69;Femmes;2. Tumeurs;1431
1999;69;Femmes;2. Tumeurs;1482
2000;69;Femmes;2. Tumeurs;1487
2001;69;Femmes;2. Tumeurs;1431
2002;69;Femmes;2. Tumeurs;1563
2003;69;Femmes;2. Tumeurs;1501
2004;69;Femmes;2. Tumeurs;1478
2005;69;Femmes;2. Tumeurs;1565
2006;69;Femmes;2. Tumeurs;1542
2007;69;Femmes;2. Tumeurs;1473
2008;69;Femmes;2. Tumeurs;1543
2009;69;Femmes;2. Tumeurs;1571
2010;69;Femmes;2. Tumeurs;1548
2011;69;Femmes;2. Tumeurs;1429
2012;69;Femmes;2. Tumeurs;1604
2013;69;Femmes;2. Tumeurs;1578
2014;69;Femmes;2. Tumeurs;1692
2015;69;Femmes;2. Tumeurs;1638
2016;69;Femmes;2. Tumeurs;1698
2017;69;Femmes;2. Tumeurs;1743
2018;69;Femmes;2. Tumeurs;1666
2019;69;Femmes;2. Tumeurs;1771
2020;69;Femmes;2. Tumeurs;1673
2021;69;Femmes;2. Tumeurs;1614
2022;69;Femmes;2. Tumeurs;1589
1990;70;Femmes;2. Tumeurs;235
1991;70;Femmes;2. Tumeurs;254
1992;70;Femmes;2. Tumeurs;205
1993;70;Femmes;2. Tumeurs;216
1994;70;Femmes;2. Tumeurs;229
1995;70;Femmes;2. Tumeurs;219
1996;70;Femmes;2. Tumeurs;272
1997;70;Femmes;2. Tumeurs;221
1998;70;Femmes;2. Tumeurs;235
1999;70;Femmes;2. Tumeurs;257
2000;70;Femmes;2. Tumeurs;237
2001;70;Femmes;2. Tumeurs;243
2002;70;Femmes;2. Tumeurs;235
2003;70;Femmes;2. Tumeurs;253
2004;70;Femmes;2. Tumeurs;223
2005;70;Femmes;2. Tumeurs;254
2006;70;Femmes;2. Tumeurs;231
2007;70;Femmes;2. Tumeurs;224
2008;70;Femmes;2. Tumeurs;237
2009;70;Femmes;2. Tumeurs;261
2010;70;Femmes;2. Tumeurs;270
2011;70;Femmes;2. Tumeurs;273
2012;70;Femmes;2. Tumeurs;262
2013;70;Femmes;2. Tumeurs;283
2014;70;Femmes;2. Tumeurs;264
2015;70;Femmes;2. Tumeurs;295
2016;70;Femmes;2. Tumeurs;314
2017;70;Femmes;2. Tumeurs;299
2018;70;Femmes;2. Tumeurs;307
2019;70;Femmes;2. Tumeurs;261
2020;70;Femmes;2. Tumeurs;323
2021;70;Femmes;2. Tumeurs;295
2022;70;Femmes;2. Tumeurs;308
1990;71;Femmes;2. Tumeurs;597
1991;71;Femmes;2. Tumeurs;601
1992;71;Femmes;2. Tumeurs;678
1993;71;Femmes;2. Tumeurs;683
1994;71;Femmes;2. Tumeurs;639
1995;71;Femmes;2. Tumeurs;677
1996;71;Femmes;2. Tumeurs;633
1997;71;Femmes;2. Tumeurs;663
1998;71;Femmes;2. Tumeurs;620
1999;71;Femmes;2. Tumeurs;649
2000;71;Femmes;2. Tumeurs;635
2001;71;Femmes;2. Tumeurs;676
2002;71;Femmes;2. Tumeurs;655
2003;71;Femmes;2. Tumeurs;716
2004;71;Femmes;2. Tumeurs;638
2005;71;Femmes;2. Tumeurs;681
2006;71;Femmes;2. Tumeurs;673
2007;71;Femmes;2. Tumeurs;652
2008;71;Femmes;2. Tumeurs;707
2009;71;Femmes;2. Tumeurs;688
2010;71;Femmes;2. Tumeurs;671
2011;71;Femmes;2. Tumeurs;721
2012;71;Femmes;2. Tumeurs;632
2013;71;Femmes;2. Tumeurs;759
2014;71;Femmes;2. Tumeurs;703
2015;71;Femmes;2. Tumeurs;778
2016;71;Femmes;2. Tumeurs;736
2017;71;Femmes;2. Tumeurs;725
2018;71;Femmes;2. Tumeurs;726
2019;71;Femmes;2. Tumeurs;757
2020;71;Femmes;2. Tumeurs;730
2021;71;Femmes;2. Tumeurs;752
2022;71;Femmes;2. Tumeurs;691
1990;72;Femmes;2. Tumeurs;478
1991;72;Femmes;2. Tumeurs;483
1992;72;Femmes;2. Tumeurs;526
1993;72;Femmes;2. Tumeurs;534
1994;72;Femmes;2. Tumeurs;513
1995;72;Femmes;2. Tumeurs;575
1996;72;Femmes;2. Tumeurs;566
1997;72;Femmes;2. Tumeurs;556
1998;72;Femmes;2. Tumeurs;515
1999;72;Femmes;2. Tumeurs;533
2000;72;Femmes;2. Tumeurs;548
2001;72;Femmes;2. Tumeurs;518
2002;72;Femmes;2. Tumeurs;579
2003;72;Femmes;2. Tumeurs;552
2004;72;Femmes;2. Tumeurs;577
2005;72;Femmes;2. Tumeurs;569
2006;72;Femmes;2. Tumeurs;563
2007;72;Femmes;2. Tumeurs;545
2008;72;Femmes;2. Tumeurs;654
2009;72;Femmes;2. Tumeurs;619
2010;72;Femmes;2. Tumeurs;626
2011;72;Femmes;2. Tumeurs;656
2012;72;Femmes;2. Tumeurs;670
2013;72;Femmes;2. Tumeurs;651
2014;72;Femmes;2. Tumeurs;652
2015;72;Femmes;2. Tumeurs;675
2016;72;Femmes;2. Tumeurs;639
2017;72;Femmes;2. Tumeurs;708
2018;72;Femmes;2. Tumeurs;724
2019;72;Femmes;2. Tumeurs;604
2020;72;Femmes;2. Tumeurs;702
2021;72;Femmes;2. Tumeurs;704
2022;72;Femmes;2. Tumeurs;718
1990;73;Femmes;2. Tumeurs;313
